    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update 
Sebastian Family Psych Practice LLC,,1720 West Florist Avenue,Suite 125,Milwaukee,WI,53209,,Milwaukee,414-247-0801,,,,http://www.sebastianfpp.com,43.1269115,-87.9323241,MH,2017-02-27 11:25:37
Blessed New Beginnings,,515 Guilford College Road,,Greensboro,NC,27409,,Guilford,336-315-6070,,336-734-3824,,http://blessedalms.org,36.065134,-79.904842,MH,2017-02-27 11:25:37
Van Buren Community MH Authority,Clinical Services for Persons with DD,52101 34th Avenue,,Bangor,MI,49013,,Van Buren,269-427-5671,Intakes,269-657-5574,877-252-2131,http://www.vbcmh.com,42.294376,-86.053149,MH,2017-02-27 11:25:37
Recovery Services ,,511 Perry Street,,Defiance,OH,43512,,Defiance,419-782-9920 x117,,419-782-9920,,http://www.rsnwo.org,41.2847652,-84.3645145,MH,2018-11-07 10:45:27.588
New River Valley Community Services,Floyd Clinic,260 Webbs Mill Road,,Floyd,VA,24091,,Floyd,540-745-2047,,540-961-8400,,http://www.nrvcs.org,36.9191246,-80.3250752,MH,2019-02-07 15:18:34.025
ProMedica Defiance Regional Hospital,Coping Center,1200 Ralston Avenue,,Defiance,OH,43512,,Defiance,419-783-6957,,,419-783-4403,http://www.promedica.org/,41.2986899,-84.3767112,MH,2018-03-06 16:18:51.89
Dodge County Human Services and Health,,199 County Road DF,,Juneau,WI,53039,,Dodge,920-386-4094,,,,http://www.co.dodge.wi.gov/,43.4168975,-88.6977918,MH,2018-09-18 10:57:40.473
Southwest Behavioral Health Services,Broadway Clinic,4420 South 32nd Street,,Phoenix,AZ,85040,,Maricopa,602-268-8748 x3321,,602-268-8748,,http://www.sbhservices.org,33.4054519,-112.0131245,MH,2018-11-07 10:16:20.86
Mid Ohio Psychological Services Inc,,236 West Central Avenue,,Delaware,OH,43015,,Delaware,740-417-9265,,,,http://www.mopsohio.com,40.302276,-83.076985,MH,2017-02-27 11:25:37
Aurora Behavioral Health Center,North Shore,6980 North Port Washington Road,Suite 202,Milwaukee,WI,53217,3900,Milwaukee,414-351-7100,,414-773-4312,,http://www.aurorahealthcare.org/,43.1435359,-87.9128716,MH,2018-03-06 16:18:44.593
Valley Hospital,,3550 East Pinchot Avenue,,Phoenix,AZ,85018,,Maricopa,602-957-4000,Intakes,602-952-3939,602-952-3900,http://www.valleyhospital-phoenix.com,33.4828235,-112.0056225,MH,2017-02-27 11:25:37
Maryhaven,,88 North Sandusky Street,,Delaware,OH,43015,,Delaware,740-203-3800,,,,http://www.maryhaven.com,40.301771,-83.067505,MH,2017-02-27 11:25:37
LLC Counseling Services,,3530 East Indian School Road,Suite 5,Phoenix,AZ,85018,,Maricopa,602-224-5499,,,,http://www.llccounseling.net,33.495508,-112.005529,MH,2017-02-27 11:25:37
Counseling Services of Southern MN,Le Sueur,760 Elmwood Avenue South ,,Le Sueur,MN,56058,,Le Sueur,507-931-8040,,,,http://counseling-services.org,44.4404307,-93.9091944,MH,2019-03-20 15:11:44.296
Black Family and Child Services Inc,,1522 East Southern Avenue,,Phoenix,AZ,85040,,Maricopa,602-243-1773,,,,http://bfcsfamily.org,33.4044,-112.028,MH,2017-02-27 11:25:37
Affiliated Counseling Center LLC,,1807 North Center Street,Suite 204,Beaver Dam,WI,53916,,Dodge,920-887-8751,,,,http://www.affiliatedcounseling.net,43.4769769,-88.8367659,MH,2018-11-08 09:39:02.248
Community Bridges Inc,,2770 East Van Buren Street,,Phoenix,AZ,85008,,Maricopa,602-273-9999,,877-931-9142,,http://communitybridgesaz.org,33.4519076,-112.0222533,MH,2019-03-04 15:13:52.541
Maricopa Medical Center,Behavioral Health Annex,2619 East Pierce Street,,Phoenix,AZ,85008,,Maricopa,480-344-2000,,480-344-2195,,http://www.mihs.org,33.4557426,-112.0240232,MH,2018-11-07 10:14:24.49
Village Network,Delaware Network,615 Sunbury Road,,Delaware,OH,43015,,Delaware,740-363-7234,,,,http://thevillagenetwork.org,40.2964652,-83.0420245,MH,2017-02-27 11:25:37
Stand Together and Recovery Centers,,2502 East Washington Street ,,Phoenix,AZ,85034,,Maricopa,602-685-1295,,,,http://www.thestarcenters.org,33.4484852,-112.0275403,MH,2017-02-27 11:25:37
Southwest Behavioral Health Services,,2632 East Thomas Road,Suite 101,Phoenix,AZ,85016,,Maricopa,602-957-2507,,,602-265-8338,http://www.sbhservices.org,33.4808002,-112.024324,MH,2018-02-05 15:26:13.532
EHS,,138 Oak Tree Boulevard ,,Christiansburg,VA,24073,,Montgomery,540-260-3495,,,,http://www.ehssupportservices.com/,37.1485649,-80.4158058,MH,2019-02-22 09:10:20.587
William S Middleton VA Hospital,Beaver Dam VA Clinic,215 Corporate Drive,Suite D,Beaver Dam,WI,53916,3124,Dodge,920-356-9415,,608-280-7084,,http://www.va.gov,43.4802107,-88.8110668,MH,2018-12-19 16:23:59.03
Sequel Care of Arizona,Eagle Ridge,8800 Marys Drive,,Flagstaff,AZ,86004,,Coconino,928-777-3280,,928-777-3280 x303,,http://www.sequelcareofarizona.com,35.2666832,-111.5315755,MH,2019-02-22 08:19:45.096
Rogers Memorial Hospital,Brown Deer,4600 Schroeder Drive,,Milwaukee,WI,53223,,Milwaukee,414-865-2500,,,,http://www.rogershospital.org,43.18641,-87.968191,MH,2017-02-27 11:25:37
Chaparral Youth Services,,5973 McLeod Drive,,Maxton,NC,28364,,Robeson,910-844-8940,,910-827-1169,,http://,34.671764,-79.327553,MH,2017-02-27 11:25:37
Touchstone Behavioral Health (TBH),,3602 East Greenway Road,Suite 102,Phoenix,AZ,85032,,Maricopa,866-207-3882,,,,http://www.touchstonebh.org,33.6267973,-112.0041343,MH,2017-08-11 13:59:17.876
Community Counseling Services,,357 Kansas Avenue SE,,Huron,SD,57350,,Beadle,605-352-8596 x2021,,605-352-8596 x2000,,http://www.ccs-sd.org/,44.362556,-98.212446,MH,2017-02-27 11:25:36
Community Counseling Services,Bradfield/Leary Center,317 Iowa Avenue SE,,Huron,SD,57350,,Beadle,605-352-7072,,,605-352-8596,http://www.ccs-sd.org,44.363028,-98.210782,MH,2017-02-27 11:25:36
Saint Lukes Behavioral Health Center,,1800 East Van Buren Street,,Phoenix,AZ,85006,,Maricopa,602-251-8535,,,800-821-4193,http://www.stlukesbehavioralhealth.org/,33.4544851,-112.0423562,MH,2019-03-04 15:21:22.632
Terros Health,32nd Street Counseling,12835 North 32nd Street,,Phoenix,AZ,85032,6517,Maricopa,602-389-3660,,602-685-6000 x0,,http://www.terros.org,33.6036822,-112.0128091,MH,2018-11-07 10:15:02.07
Alex Wilson Counseling Services,,3719 West Market Street,Suite B,Greensboro,NC,27403,1378,Guilford,336-547-6361,,,336-547-6362,http://www.alexwilsoncounselingservices.com,36.072527,-79.846818,MH,2017-02-27 11:25:37
Phoenix Childrens Hospital,,1919 East Thomas Road,East Building Dept of Psychiatry,Phoenix,AZ,85016,,Maricopa,602-933-0990,,,,http://www.phoenixchildrens.org/conditions/mental-health,33.4792904,-112.0399987,MH,2019-02-22 09:13:59.822
WesCare Professional Services,Oakmont Home,2204 Oakmont Court,,Greensboro,NC,27407,,Guilford,336-272-8335,,336-272-8335 x102,,http://www.wescarepro.com,36.035128,-79.825183,MH,2017-02-27 11:25:37
Southwest Network,,3227 East Bell Road,Suite 170,Phoenix,AZ,85032,,Maricopa,602-652-3500,,480-804-9542,,http://southwestnetwork.org,33.6394047,-112.012519,MH,2018-11-07 10:18:22.942
Arizona Mentor,Cactus,12002 North 28th Street,,Phoenix,AZ,85028,,Maricopa,602-200-9494,,,,http://www.az-mentor.com,33.595116,-112.022134,MH,2017-02-27 11:25:37
RI International,Wellness City,2701 North 16th Street,Suite 122,Phoenix,AZ,85006,,Maricopa,602-650-1212,,,866-481-5361,http://riinternational.com,33.4781222,-112.04718,MH,2018-11-07 10:23:52.01
Blessed Alms II,,3909 Bears Creek Road,,Greensboro,NC,27406,9244,Guilford,336-379-1314,,336-734-3824,,http://www.blessedalms.org/,36.018684,-79.811019,MH,2017-02-27 11:25:37
Ebony House Inc,Childrens Behavioral Services,1616 East Indian School Road,,Phoenix,AZ,85016,,Maricopa,602-254-6137,,,,http://www.ebonyhouseinc.org/,33.4951164,-112.0466475,MH,2018-05-01 15:43:37.816
Friendship CMHC Inc,,1107 East Tonto Street,,Phoenix,AZ,85034,,Maricopa,602-241-6656 x2468,Intakes,602-241-6656,602-614-9909,http://www.friendshipcmhc.org/,33.4376333,-112.0585286,MH,2017-08-11 14:32:45.744
Bayless Healthcare Group,,9014 South Central Avenue,,Phoenix,AZ,85042,,Maricopa,602-230-7373,,,,http://www.baylesshealthcare.com,33.364662,-112.073569,MH,2017-02-27 11:25:37
La Frontera Arizona,Comunidad Clinic,1035 East Jefferson Street,,Phoenix,AZ,85034,,Maricopa,520-838-5600,,480-784-1514,,http://pcnhealth.com/,33.4467847,-112.0596069,MH,2019-03-04 14:30:08.647
Banner University Medicine,Behavioral Health Center,1300 North 12th Street,Suite 320,Phoenix,AZ,85006,,Maricopa,602-521-3600,Intakes,602-521-3635,602-521-3600 x3,http://www.bannerhealth.com/,33.4628408,-112.0572315,MH,2018-07-24 12:46:51.541
Banner University Medical Center,Behavioral Health Center,1111 East McDowell Road,West Tower 6th Floor,Phoenix,AZ,85006,,Maricopa,602-839-2100,,602-839-2000,,http://www.bannerhealth.com/,33.4649674,-112.0578836,MH,2019-02-22 09:01:31.218
New River Valley Community Services,Montgomery Center,700 University City Boulevard,,Blacksburg,VA,24060,,Montgomery,540-961-8300,,540-961-8400,,http://www.nrvcs.org,37.2330071,-80.4311743,MH,2019-02-26 12:18:19.274
Cone Health System,Behavioral Health Hospital,700 Walter Reed Drive,,Greensboro,NC,27403,1128,Guilford,336-832-9600,,,,http://www.conehealth.com,36.0828073,-79.8229881,MH,2018-07-25 09:38:54.062
Mayo Clinic Health System,Franciscan Healthcare Tomah Clinic,325 Butts Avenue,,Tomah,WI,54660,1412,Monroe,608-372-5951,,608-392-9555,,http://mayoclinichealthsystem.org/locations/tomah,43.983503,-90.515519,MH,2017-02-27 11:25:37
Valle del Sol,,1209 South 1st Avenue,,Phoenix,AZ,85003,,Maricopa,602-258-6797,,602-523-9312,,http://www.valledelsol.com,33.4356309,-112.0746715,MH,2017-02-27 11:25:37
Marc Community Resources,Outpatient,3737 North 7th Street,,Phoenix,AZ,85003,,Maricopa,602-341-6540,,480-844-1653,,http://www.marccr.com,33.4914857,-112.0642489,MH,2017-02-27 11:25:37
Valle del Sol,,3807 North 7th Street,,Phoenix,AZ,85014,,Maricopa,602-258-6797,,602-523-9312,,http://www.valledelsol.com,33.4919868,-112.0644376,MH,2017-02-27 11:25:37
American Behavioral Clinics,,1240 West Ranchito Lane,,Mequon,WI,53092,,Ozaukee,262-241-3231,,,,http://www.americanbehavioralclinics.com,43.2050798,-87.9234346,MH,2019-03-04 15:33:59.106
PSA Behavioral Health Agency,Art Awakenings/Adult Studio,1014 North 2nd Street,,Phoenix,AZ,85004,,Maricopa,602-340-1675,,,,http://www.artawakenings.org/,33.4591999,-112.0716397,MH,2017-08-17 16:32:25.818
Southwest Center for HIV/AIDS,,1101 North Central Avenue,Suite 200,Phoenix,AZ,85004,,Maricopa,602-307-5330,,,,http://www.swhiv.org/,33.4603318,-112.0734492,MH,2018-03-06 16:09:24.82
Bayless Healthcare Group,DBA Bayless Integrated Healthcare,3620 North 3rd Street,,Phoenix,AZ,85012,,Maricopa,602-230-7373 x221,,602-230-7373,,http://www.baylesshealthcare.com,33.4898506,-112.0697602,MH,2019-01-07 13:36:19.167
Daymark Recovery Services,,205 Memorial Drive,,Pinehurst,NC,28370,,Moore,910-295-6853,,,,http://www.daymarkrecovery.org,35.2056563,-79.4606963,MH,2018-04-16 10:14:34.844
Bayless Therapeutic Wellness,,77 East Columbus Avenue,Suite 210,Phoenix,AZ,85012,2348,Maricopa,602-230-7373,,,,http://www.baylesshealthcare.com/,33.489396,-112.0704123,MH,2019-02-26 10:54:22.142
Childhelp Childrens Center of Arizona,,2120 North Central Avenue,Suite 130,Phoenix,AZ,85004,1446,Maricopa,602-271-4500,,,,http://www.childhelp.org/,33.4714674,-112.0743711,MH,2019-02-22 08:46:21.184
Haven Behavioral Hospital of Phoenix,,1201 South 7th Avenue,Suite 200,Phoenix,AZ,85007,,Maricopa,623-236-2000,,,623-236-2024,http://www.havenbehavioral.com/,33.4360428,-112.0812642,MH,2018-10-16 10:51:53.491
Urgent Psychiatric Center,(UPC),1201 South 7th Avenue,Suite 150,Phoenix,AZ,85007,4075,Maricopa,602-416-7600,,602-416-7703,,http://www.connectionsarizona.com/,33.4354156,-112.0814315,MH,2017-02-27 11:25:37
Lifewell Behavioral Wellness,,40 East Mitchell Drive,Suites 100 and 200,Phoenix,AZ,85012,,Maricopa,602-808-2800,,602-808-2822,,http://www.lifewell.us,33.488996,-112.071537,MH,2017-02-27 11:25:37
Family Service Agency,,2400 North Central Avenue,Suite 101,Phoenix,AZ,85004,1300,Maricopa,602-264-9891,Intakes,602-264-9891 x8618,602-264-9891 x8622,http://fsaphoenix.org,33.4751038,-112.0742477,MH,2019-03-04 15:21:25.082
Bayless Healthcare Group,DBA Integrated Health Center,3033 North Central Avenue,Suite 700,Phoenix,AZ,85012,,Maricopa,602-230-7373,,,,http://www.baylesshealthcare.com/,33.4837376,-112.0734644,MH,2019-02-22 09:10:51.033
Arizona Healthcare Contract Management,Services Inc/Ward Manor,1018 East El Caminito Drive,,Phoenix,AZ,85020,,Maricopa,602-944-3453,,602-230-2222,,http://ahccms.org,33.5590598,-112.0599562,MH,2018-05-01 15:44:00.51
Native Health,,4041 North Central Avenue,Building C,Phoenix,AZ,85012,,Maricopa,602-279-5262,Intakes,602-279-5262 x3208,602-279-5262 x3217,http://www.nativehealthphoenix.org,33.4939783,-112.0728772,MH,2017-02-27 11:25:37
Firsthealth of the Carolinas,Moore Reg Hosp Behavioral Services,155 Memorial Drive,,Pinehurst,NC,28374,,Moore,910-715-1504,Intakes,910-715-2296,,http://www.firsthealth.org/,35.205542,-79.456449,MH,2017-02-27 11:25:37
Guidance Center,,2695 East Industrial Drive,,Flagstaff,AZ,86004,,Coconino,928-527-1899,,,,http://www.tgcaz.org,35.205456,-111.6076869,MH,2019-03-04 15:21:42.995
Gundersen Lutheran Medical Ctr Inc,Behavioral Health Department,601 North Superior Avenue,Suite 2,Tomah,WI,54660,,Monroe,608-374-3853,Intakes,608-775-2287,800-362-9567 x52287,http://www.gundersenhealth.org,43.9943688,-90.5039241,MH,2018-03-30 14:12:43.87
AZ Center for Change,,4205 North 7th Avenue,Suite 311,Phoenix,AZ,85013,,Maricopa,602-253-8488,,,,http://www.azcfc.com,33.4971857,-112.0830806,MH,2018-06-25 11:56:35.087
Florence Crittenton Services of AZ Inc,,715 West Mariposa Street,,Phoenix,AZ,85013,,Maricopa,602-274-7318 x109,,,,http://www.florencecrittentonofaz.org,33.5081554,-112.0829409,MH,2019-02-07 10:38:52.319
Cornerstone Counseling Services,,11649 North Port Washington Road,Suite 201,Mequon,WI,53092,,Ozaukee,262-789-1191,,,262-542-3255,http://www.cornerstonecounseling.com,43.2289735,-87.9249851,MH,2019-02-22 08:22:27.689
Family Service of the Piedmont,,315 East Washington,,Greensboro,NC,27401,,Guilford,336-387-6161,,,,http://www.fspcares.org/,36.0702241,-79.7855386,MH,2019-03-04 17:06:31.634
Tomah VAMC,Mental Health Service Line,500 East Veterans Street,,Tomah,WI,54660,3105,Monroe,608-372-3971,,608-372-3971 x61631,,http://www.tomah.va.gov,44.0036157,-90.4934495,MH,2018-11-08 09:27:20.696
Rio Salado,Behavioral Health System Inc,1308 West Camelback Road,,Phoenix,AZ,85013,,Maricopa,602-252-9048,,,,http://www.riosaladobhs.org/,33.5097572,-112.0896243,MH,2019-02-22 08:46:27.283
Southwest Behavioral Health Services,,1515 East Cedar Avenue,Suite B-2,Flagstaff,AZ,86004,,Coconino,928-779-4550,,,,http://www.sbhservices.org,35.2178672,-111.6215366,MH,2018-02-05 15:25:54.338
Native Americans for Community Action,Family Health Center,1500 East Cedar Avenue,Suite 26,Flagstaff,AZ,86004,,Coconino,928-773-1245 x260,,928-773-1245,,http://www.nacainc.org,35.2192002,-111.6215125,MH,2019-02-07 10:37:15.549
Ringer Center,,213 East Bessemer Avenue,,Greensboro,NC,27401,,Guilford,336-379-7146,,,,http://ringercenter.com,36.086491,-79.787018,MH,2017-02-27 11:25:37
Desert Edge Mentoring Services,,1950 West Heatherbrae Drive,Suite 10,Phoenix,AZ,85015,,Maricopa,602-237-2485,,,,http://www.desertedgementoring.com,33.498028,-112.1011769,MH,2018-11-07 10:23:11.901
WesCare Professional Services,Gorrell Street Home,1309 Gorell Street,,Greensboro,NC,27401,,Guilford,336-275-0057,,336-272-8335 x102,,http://www.wescarepro.com,36.066283,-79.770614,MH,2017-02-27 11:25:37
Emmarie Behavioral Home Care,,2926 West Wayland Drive,,Phoenix,AZ,85041,,Maricopa,602-276-2204,Intakes,602-481-9789,602-710-4262,http://www.emmarie-bhc.com,33.394486,-112.1221797,MH,2019-03-04 15:21:54.307
Community Support Services Inc,,5062 North 19th Avenue,Suite 102,Phoenix,AZ,85015,,Maricopa,480-629-5994,,,,http://www.cssaz.com/,33.5115405,-112.1004529,MH,2018-11-07 10:20:05.49
Valle del Sol,,502 North 27th Avenue,,Phoenix,AZ,85009,,Maricopa,602-258-6797,,602-523-9312,,http://www.valledelsol.com,33.4538741,-112.1189422,MH,2019-02-26 11:05:29.009
Flagstaff Medical Center,Behavioral Health Services,1200 North Beaver Street,,Flagstaff,AZ,86001,,Coconino,928-779-3366,,928-214-3937,,http://www.nahealth.com,35.2088814,-111.6441794,MH,2019-02-26 10:56:37.319
Arizona Healthcare Contract Management,Services Inc/State House,2022 West State ,,Phoenix,AZ,85021,,Maricopa,602-246-9409,,602-230-2222,,http://www.ahccms.org/,33.5446308,-112.1028981,MH,2019-03-13 12:22:29.89
Arizona Healthcare Contract Management,Services Inc/Keim House,2208 West Keim Drive,,Phoenix,AZ,85015,,Maricopa,602-230-2222,,,,http://ahccms.org,33.5275351,-112.1066685,MH,2018-05-01 15:43:56.645
Adolescent Alternatives,,2207 Longbrook Drive,,Greensboro,NC,27406,,Guilford,336-370-9876,,,336-382-9954,http://,36.040364,-79.747171,MH,2017-02-27 11:25:37
Terros Health,Primary Care and Counseling,3864 North 27th Avenue,,Phoenix,AZ,85017,,Maricopa,602-685-6000,Intakes,602-685-6000 x0,602-685-6000 x1950,http://www.terros.org,33.492541,-112.1177319,MH,2018-11-07 09:56:36.814
Columbia Saint Marys Hospital,Ozaukee Campus,13111 North Port Washington Road,,Mequon,WI,53097,,Ozaukee,262-243-7300,,262-243-6127,,http://columbia-stmarys.org,43.256385,-87.9262324,MH,2017-02-27 11:25:37
Huiras Center,,13111 North Port Washington Road,,Mequon,WI,53097,,Ozaukee,262-241-6127,,262-243-6824,,http://healthcare.ascension.org/Sites-of-Care/Ascension-Wisconsin,43.2565785,-87.9261886,MH,2019-02-22 09:10:28.62
PSA Bhavioral Health Agency,,2255 West Northern Avenue,,Phoenix,AZ,85021,,Maricopa,602-995-1767,,,,http://www.azpsa.org/,33.5525426,-112.1078355,MH,2017-02-27 11:25:37
Waccamaw Mental Health Center,Horry County Clinic,164 Waccamaw Medical Park Drive,,Conway,SC,29526,,Horry,843-347-4888,,,,http://www.waccamawmentalhealth.org,33.787434,-78.998733,MH,2017-02-27 11:25:37
Spectrum Healthcare,,452 West Finnie Flat Road,,Camp Verde,AZ,86322,,Yavapai,928-634-2236,,,,http://www.spectrumhealthcare-group.org,34.5670528,-111.8623488,MH,2018-11-07 10:16:44.481
Terros Health,23rd Avenue Recovery Center,8836 North 23rd Avenue,Suite B-1,Phoenix,AZ,85021,,Maricopa,602-685-6000,,,,http://www.terros.org,33.5651711,-112.1090226,MH,2018-11-07 10:20:32.373
Lighthouse Behavioral Health Hospital,,152 Waccamaw Medical Park Drive,,Conway,SC,29526,,Horry,843-347-8871,,,,http://www.lighthousecarecenterofconway.com,33.7877719,-78.998025,MH,2017-08-15 16:13:43.26
NHW Community Health Center,,2423 West Dunlap Avenue,Suite 140,Phoenix,AZ,85021,,Maricopa,602-279-5351,Intakes,602-279-5351 x3533,602-279-5351 x3536,https://www.nativehealthphoenix.org/,33.5670113,-112.1116307,MH,2018-12-11 11:28:43.35
MCHS Franciscan Hlthcare/La Crosse,,895 Dettloff Drive,,Arcadia,WI,54612,2600,Trempealeau,608-323-7775,,,608-323-3373,http://mayoclinichealthsystem.org/locations/arcadia,44.2411657,-91.4754251,MH,2019-02-22 09:15:11.632
Southwest Behavioral Health Services,Metro Center Clinic,11221 North 28th Drive,Building E,Phoenix,AZ,85029,5615,Maricopa,602-997-2233,,,,http://,33.5884827,-112.120745,MH,2018-02-05 15:35:18.892
Devereux Advanced Behavioral Health,Arizona,11024 North 28th Drive,Suite 110,Phoenix,AZ,85029,,Maricopa,602-944-6222,,,,http://www.devereux.org,33.5871395,-112.1222496,MH,2019-02-22 08:20:40.521
Family Service Agency,,10220 North 31st Avenue,Suites 103-105,Phoenix,AZ,85051,,Maricopa,602-863-1862,,,,http://www.fsaphoenix.org,33.5790588,-112.1259318,MH,2019-02-26 14:14:09.851
Partners in Recovery ,Metro Center Campus,10240 North 31st Avenue,Suite 200,Phoenix,AZ,85051,,Maricopa,602-997-9006,,,,http://www.partnersinrecovery.us.com,33.579844,-112.125812,MH,2017-02-27 11:25:37
FMRS Health Systems Inc,,1 Middle Street,,Union,WV,24983,,Monroe,304-772-5452,,,304-256-7100,http://www.fmrs.org,37.5904137,-80.5430267,MH,2019-03-04 15:34:24.732
Alternative to Meds Center,,40 Goodrow Lane,,Sedona,AZ,86336,,Yavapai,928-282-3744,,800-301-3753,,http://www.medicationwithdrawal.com,34.8642284,-111.7982198,MH,2017-02-28 15:31:09
Arizona Healthcare Contract Management,Services Inc/Crocus House,3048 West Crocus Drive,,Phoenix,AZ,85053,,Maricopa,602-866-7899,,602-230-2222,,http://www.ahccms.org/,33.615471,-112.1246482,MH,2019-03-13 12:21:38.779
Arizona Mentor,Hawthorne,5621 South 51st Drive,,Laveen,AZ,85339,,Maricopa,602-200-9494,,,,http://www.az-mentor.com,33.39439,-112.1688,MH,2017-02-27 11:25:37
Quail Run Behavioral Health,,2545 West Quail Avenue,,Phoenix,AZ,85027,,Maricopa,602-455-5700,Intakes,602-455-5694,844-772-7771,http://www.quailrunbehavioral.com,33.6778261,-112.11368,MH,2019-02-26 10:53:52.362
Arizona Healthcare Contract Management,Services Inc/Six Pine,5344 North 40th Lane,,Phoenix,AZ,85019,,Maricopa,602-249-4758,,602-230-2222,,http://www.ahccms.org,33.5164935,-112.1470035,MH,2018-12-11 10:35:06.027
Arizona Healthcare Contract Management,Services Inc/Ironwood,10010 North 36th Avenue,,Phoenix,AZ,85051,,Maricopa,602-866-7071,,602-230-2222,,http://www.ahccms.org/,33.5767218,-112.1363615,MH,2019-03-13 12:22:49.269
Touchstone Behavioral Health (TBH),,15648 North 35th Avenue,Suite A,Phoenix,AZ,85053,,Maricopa,866-207-3882,,,602-732-5480,http://www.touchstonebh.org,33.6282453,-112.1339866,MH,2017-08-11 13:59:42.371
Spectrum Healthcare,,2880 Hopi Drive,,Sedona,AZ,86336,,Yavapai,928-634-2236,,,,http://www.spectrumhealthcare-group.org,34.8643997,-111.8110955,MH,2018-12-11 11:28:12.26
Arizona Healthcare Contract Management,Services Inc/Hayward,7722 NW 42nd Avenue,,Phoenix,AZ,85051,,Maricopa,623-847-0999,,602-230-2222,,http://www.ahccms.org/,33.5503652,-112.1502171,MH,2019-03-13 12:22:15.877
Building Blocks Counseling,,7725 North 43rd Avenue ,Suite 522 ,Phoenix,AZ,85051,,Maricopa,602-626-8112,,,,http://bbcaz.com,33.5499565,-112.1510701,MH,2018-02-05 15:44:58.902
LaFrontera Arizona EMPACT SPC,,4425 West Olive Avenue,Suite 194,Glendale,AZ,85302,,Maricopa,480-784-1514,,,,http://www.lafrontera-empact.org,33.5664201,-112.1537757,MH,2019-02-26 14:17:17.702
Terros Health,51st Avenue Recovery Center,4616 North 51st Avenue,Suite 108,Phoenix,AZ,85031,,Maricopa,602-278-1414,,602-685-6000,,http://www.terros.org/,33.5048953,-112.1697574,MH,2018-02-02 15:41:02.313
Arizona Healthcare Contract Management,Services Inc/North Woods Residential,4301 West Windrose Drive,,Glendale,AZ,85304,,Maricopa,602-993-0374,,602-230-2222,,http://www.ahccms.org/,33.6012299,-112.1516143,MH,2019-03-13 12:21:53.166
Lakeside Academy,,3921 Oakland Drive,,Kalamazoo,MI,49008,,Kalamazoo,269-381-4760,,,,http://lakesideacademy.net,42.2506152,-85.6109242,MH,2019-03-13 14:59:00.634
Arizona Mentor,Union Hills,18244 North 39th Drive,,Glendale,AZ,85308,,Maricopa,602-200-9494,,,,http://www.az-mentor.com,33.652434,-112.144941,MH,2017-02-27 11:25:37
Bethany Christian Services,,6687 Seeco Drive,,Kalamazoo,MI,49009,5970,Kalamazoo,269-372-8800,,,,http://www.bethany.org,42.293164,-85.681324,MH,2017-02-27 11:25:37
Marion Area Counseling Center,,320 Executive Drive,,Marion,OH,43302,,Marion,740-387-5210,,740-387-5210 x1252,,http://www.maccsite.com,40.5698704,-83.1286061,MH,2018-09-05 12:06:35.583
Core Recovery LLC,,34225 North 27th Drive,"Building 5, Suite 146",Phoenix,AZ,85085,,Maricopa,602-810-1210,,,,http://www.corerecoveryaz.com,33.7959989,-112.1171612,MH,2017-04-25 12:07:40
Marion General Hospital,Mental Health Unit,1000 McKinley Park Drive,,Marion,OH,43302,,Marion,740-383-8540,,,,http://,40.571168,-83.129331,MH,2017-02-27 11:25:37
Family Resource Center of ,Northwest Ohio,1941 Carlin Street,,Findlay,OH,45840,,Hancock,419-422-8616,Intakes,419-422-8616 x0,888-422-7392,http://www.frcohio.com,41.014266,-83.6834986,MH,2019-02-08 10:46:56.54
Allwell Behavioral Health Services,Perry Counseling Center,1375 Commerce Drive,,New Lexington,OH,43764,9511,Perry,740-342-5154,,855-231-0502,,http://www.SixCounty.com,39.7081209,-82.187976,MH,2019-02-26 12:57:33.648
Glendale CSS,,5540 West Glendale Avenue,Suite B 103,Phoenix,AZ,85028,,Maricopa,480-629-5994,,,,http://www.cssaz.com,33.5389025,-112.179069,MH,2019-02-22 08:21:36.142
Elizabeth Upjohn Comm Healing Ctr ,,2615 Stadium Drive,,Kalamazoo,MI,49008,1654,Kalamazoo,269-343-1651,,269-343-1651 x156,,http://www.communityhealingcenter.org/,42.2719974,-85.6219945,MH,2019-02-08 09:05:25.703
MACC West,,333 West Center Street ,,Marion,OH,43302,,Marion,740-387-5210 x1225,,740-387-5210 x2008,,http://maccsite.com,40.5880291,-83.1352887,MH,2019-02-22 08:45:28.133
Arizona Mentor,Desert Wind,7223 South 71st Lane,,Laveen,AZ,85339,,Maricopa,602-200-9494,,,,http://www.az-mentor.com,33.3806033,-112.2125,MH,2017-02-27 11:25:37
Hope Gardens Treatment Center,,1958 Turnpike Road,,Raeford,NC,28376,,Hoke,910-904-7180,,910-416-0237,,http://www.ncprtf.com,34.988345,-79.257304,MH,2017-02-27 11:25:37
Westbrook Health Services Inc,Roane County Office,227 Clay Road,,Spencer,WV,25276,,Roane,304-927-5200,,304-927-5200 x437,,http://www.westbrookhealth.com,38.789239,-81.349155,MH,2017-02-27 11:25:37
Affiliated Clinical Services Inc,,111 East Washington Street,,West Bend,WI,53095,,Washington,262-338-2717,,,262-673-0301,http://www.affiliatedclinical.com/,43.4267476,-88.1804656,MH,2017-08-18 11:27:27.134
