name1,name2,city,state,zip,latitude,longitude
BHSI Shakopee,,Shakopee,MN,55379,44.797681,-93.507866
Fieldstone Center,Bronson Battle Creek Behavioral Hlth,Battle Creek,MI,49037,42.3297415,-85.19159040000001
Starr Commonwealth/Battle Creek,,Battle Creek,MI,49037,42.32736,-85.18570600000001
Catholic Charities Inc,Fond du Lac Area Office,Fond du Lac,WI,54935,43.773539,-88.446698
Mental Health Resources Inc,,Burnsville,MN,55337,44.780750899999994,-93.2685314
Allwell Behavioral Health Services,Crisis Stabalization Center,Zanesville,OH,43701,39.982776,-82.0589339
Community Mental Health,,Holland,MI,49424,42.8134205,-86.0846069
Cedar Ridge Behavioral,Health Solutions,Zanesville,OH,43701,39.9414758,-82.0059694
St Agnes Hospital,Behavioral Health Services,Fond du Lac,WI,54935,43.7775804,-88.4313103
Life and Purpose Behavioral Health,Beverly,Beverly,OH,45715,39.5550489,-81.632195
Mingus Mountain Academy,Farrington House,Dewey,AZ,86327,34.541574,-112.251819
Family Service of Roanoke Valley,,Roanoke,VA,24018,37.2710848,-79.94834300000001
Bethany Christian Services,,Holland,MI,49424,42.8130717,-86.0617204
Hutchinson Health,Mental Health Clinic,Hutchinson,MN,55350,44.87573093,-94.37318087
Blue Ridge Behavioral Healthcare,Adult and Family Services,Roanoke,VA,24016,37.28255,-79.9493253
Childrens Resource Center,,Bowling Green,OH,43402,41.357781700000004,-83.6382513
Genesis Healthcare System,,Zanesville,OH,43701,39.974754,-82.0163175
Allwell Behavioral Health Services,,Zanesville,OH,43701,39.9728252,-82.01372049999999
Carver County First Street Center,,Waconia,MN,55387,44.8496481,-93.7771231
Behavioral Connections of,Wood County Inc,Bowling Green,OH,43402,41.386004,-83.648371
Renaissance Wellness Services LLC,,Pittsboro,NC,27312,35.7198282,-79.1727318
Waushara County Clinical Services,,Wautoma,WI,54982,44.074031,-89.289671
Access Family Services,,Fayetteville,NC,28303,35.0465393,-78.92648170000001
Pierce County Dept of Human Servs,,Ellsworth,WI,54011,44.732611999999996,-92.4850795
Village Network,Knox CRC,Mount Vernon,OH,43050,40.4046844,-82.4339977
Blue Ridge Behavioral Healthcare,Rita J Gliniecki Recovery Center,Roanoke,VA,24012,37.302614,-79.92495600000001
Marietta Memorial Hospital,Senior Psychiatric Services,Marietta,OH,45750,39.430606,-81.46454399999999
KV Consultants and Associates,Fayetteville,Fayetteville,NC,28305,35.044022,-78.91875300000001
Pine Rest Christian Mental Hlth Servs ,Zeeland Clinic,Zeeland,MI,49464,42.8205543,-85.9879712
Lutheran Social Services of SD,Watertown Area Counseling Center,Watertown,SD,57201,44.8896292,-97.09169890000001
Chillicothe VA Med Ctr,Marietta CBOC,Marietta,OH,45750,39.36420570000001,-81.3911582
Family Life Counseling,,Galion,OH,44833,40.7339153,-82.7893119
Life and Purpose Behavioral Health,,Marietta,OH,45750,39.421883,-81.434967
Oaklawn Hospital,Oaklawn Psychiatric Center,Marshall,MI,49068,42.2735551,-84.95705749999999
Residential Treatment ,Bloomington ,Minneapolis,MN,55420,44.841080299999994,-93.2679107
Eagan Counseling Clinic,Minnesota Mental Health Clinic,Saint Paul,MN,55123,44.831557000000004,-93.14970699999999
Community Support Programs,,Saint Paul,MN,55123,44.8315846,-93.149341
HSA Behavioral Health,,Watertown,SD,57201,44.901216999999995,-97.0864
Carolina Outreach LLC,,Fayetteville,NC,28301,35.055878799999995,-78.8959788
Canvas Health Inc,Cottage Grove,Cottage Grove,MN,55016,44.816984000000005,-92.934697
Stanberry Place,,Fayetteville,NC,28301,35.089413,-78.895589
Precious Haven Inc,Corporate Office,Fayetteville,NC,28301,35.0481119,-78.8781157
Sierras Residential Services Inc,,Spring Lake,NC,28390,35.252626899999996,-78.945193
Canvas Health Inc,,Minneapolis,MN,55425,44.85897979999999,-93.25089840000001
Mingus Mountain Academy,Emily House,Prescott Valley,AZ,86314,34.598028,-112.321095
Nystrom and Associates Ltd,,Minneapolis,MN,55420,44.8613935,-93.259372
West Yavapai Guidance Clinic,,Prescott Valley,AZ,86314,34.5910987,-112.3262794
Windhaven Psychiatric Hospital,Inpatient,Prescott Valley,AZ,86314,34.5911424,-112.3263008
West Yavapai Guidance Clinic,Windsong Center,Prescott Valley,AZ,86314,34.591503,-112.32623799999999
Firelands Csl and Recovery Servs,,Tiffin,OH,44883,41.1143936,-83.2009851
Southwest Behavioral and Health Servs,Prescott Valley Outpatient,Prescott Valley,AZ,86314,34.5878722,-112.3298186
Fayetteville VA Medical Center,Mental Hygiene (116A),Fayetteville,NC,28301,35.08790629999999,-78.87683630000001
SequelCare of Arizona,,Prescott Valley,AZ,86314,34.5887466,-112.34306090000001
Southwest Behavioral Health Services,Buckeye Clinic,Buckeye,AZ,85326,33.21005725,-112.646234
Fairview Southdale Hospital,,Minneapolis,MN,55435,44.8859838,-93.3269645
Headway Emotional Health Services,,Minneapolis,MN,55423,44.8862035,-93.27773570000001
Relate Counseling Center,,Minnetonka,MN,55345,44.910317,-93.502756
United Summit Center,,Sutton,WV,26601,38.6643655,-80.72995909999999
Solutions for Life,Formerly Eastern Wyoming MHC,Douglas,WY,82633,42.745715000000004,-105.36277
Encompass Health Services ,,Page,AZ,86040,36.9096765,-111.4606699
Minneapolis VAMC,Mental Health,Minneapolis,MN,55417,44.9015633,-93.2057649
Calhoun County CMHA,DBA Summit Point Albion,Albion,MI,49224,42.2450289,-84.7527134
Sierras Residential Services Inc,,Spring Lake,NC,28390,35.2449066,-78.8737156
Guild South,,South Saint Paul,MN,55075,44.8922283,-93.038178
Headway Emotional Health Services,,Hopkins,MN,55305,44.933787,-93.412099
Saint Josephs Home for Children,,Minneapolis,MN,55407,44.919643,-93.25775300000001
Tasks Unlimited Training Center,,Minneapolis,MN,55416,44.929193,-93.347977
Tubman Mental Health Center at,Chrysalis Center,Minneapolis,MN,55407,44.9223056,-93.2628722
Danville Pittsylvania Community Servs,,Danville,VA,24540,36.597118200000004,-79.41627609999999
Livingston IRTS Residence,,Saint Paul,MN,55118,44.906565,-93.08159599999999
Apogee Home Two,,Mebane,NC,27302,36.207089,-79.22794
Sherman Counseling Management,,Oshkosh,WI,54904,43.9863514,-88.5913448
A Renewed Mind,,Perrysburg,OH,43551,41.5420659,-83.6383753
Associated Clinic of Psychology,,Minneapolis,MN,55416,44.94758579999999,-93.33058249999999
Community MH of Ottawa Cnty ,,Grand Haven,MI,49417,43.0632744,-86.21501590000001
Volunteers of America of Minnesota,Omegon Inc Residential Trt Ctr,Hopkins,MN,55305,44.9636896,-93.4212358
Hughes Center for Exceptional Children,,Danville,VA,24540,36.644956,-79.404537
Northeastern Mental Health Center,Redfield Clinic,Redfield,SD,57469,44.871869000000004,-98.51998499999999
Child and Adolescent ,Psychiatry Consulting LLC,Wisconsin Rapids,WI,54494,44.359218799999994,-89.8175561
Nystrom and Associates Ltd,,Saint Paul,MN,55125,44.923157,-92.9727906
Abbott Northwestern Hospital,Allina Mental Health Services,Minneapolis,MN,55407,44.9525623,-93.2620166
Family Partnership,,Minneapolis,MN,55406,44.9480848,-93.2129808
Family Life Counseling,,Danville,OH,43014,40.448251899999995,-82.2598151
Mercy Medical Center,,Oshkosh,WI,54904,44.012941,-88.600488
United Summit Center,Braxton County,Sutton,WV,26601,38.703455,-80.6670781
BHSI Woodbury,,Saint Paul,MN,55125,44.924143,-92.950052
Childrens Minnesota,Ctr for the Trt of Eating Disorder,Minneapolis,MN,55404,44.9558408,-93.2607407
Harbor Wood County ,,Perrysburg,OH,43551,41.5444251,-83.5996677
Northern Arizona VA Healthcare System,Mental Health Clinic (116A),Prescott,AZ,86313,34.5538766,-112.45246999999999
Northern Arizona VA Healthcare System,,Prescott,AZ,86313,34.5539029,-112.4525611
Childrens Minnesota,,Saint Paul,MN,55102,44.9420985,-93.106326
Lutheran Social Service of Minnesota,Behavioral Health Services,Minneapolis,MN,55404,44.9586354,-93.2654765
Touchstone Mental Health,,Minneapolis,MN,55404,44.9592843,-93.2440455
BHSI Golden Valley,,Minneapolis,MN,55426,44.972753000000004,-93.388083
Touchstone Residential Treatment,,Minneapolis,MN,55406,44.9593689,-93.23542409999999
Volunteers of America of Minnesota,Childrens Residential Treatment Center,Minneapolis,MN,55403,44.9637261,-93.27430670000001
Hamm Memorial Psychiatric Clinic,,Saint Paul,MN,55102,44.946386700000005,-93.09656009999999
Community University Hlth Care Ctr ,Mental Health Clinic,Minneapolis,MN,55404,44.9620691,-93.2518308
People Inc,Nancy Page Crisis Residence,Minneapolis,MN,55403,44.965528000000006,-93.283271
Mental Health Resources Inc,,Minneapolis,MN,55404,44.961918,-93.243362
Saint Johns Hospital,,Saint Paul,MN,55102,44.948096299999996,-93.100188
South Metro Human Services,,Saint Paul,MN,55101,44.9472572,-93.08804620000001
Saint Josephs Hospital,Mental Health and Addiction Services,Saint Paul,MN,55102,44.949098799999994,-93.10002259999999
Allwell Behavorial Health Services,,Caldwell,OH,43724,39.7369643,-81.5219306
Ramsey County Mental Health Center,,Saint Paul,MN,55104,44.9575528,-93.1804699
Pathways Counseling Center Inc,,Saint Paul,MN,55104,44.9575528,-93.1804699
Amherst H Wilder Foundation,Community Mental Health and Wellness,Saint Paul,MN,55104,44.9547471,-93.1488706
West Yavapai Guidance Clinic,Cortez,Prescott,AZ,86303,34.5337,-112.46843899999999
Westbrook Health Services Inc,Pleasants County Office,Saint Marys,WV,26170,39.389769,-81.206755
Louis Stokes VA Medical Center,Mansfield CBOC,Mansfield,OH,44906,40.7313425,-82.5512327
Andrew Residence,,Minneapolis,MN,55404,44.967595,-93.25693299999999
Pine Rest Christian Mental Hlth Servs,North Shore Clinic,Spring Lake,MI,49456,43.0962399,-86.2187679
Clark County Community Services,Outpatient Mental Health,Neillsville,WI,54456,44.560046,-90.59478299999999
Fairview Counseling Center,Univ of Minnesota Medical Ctr,Minneapolis,MN,55454,44.9678061,-93.2371084
University of Minnesota Medical Ctr ,Hospital Inpatient,Minneapolis,MN,55454,44.9678061,-93.2371084
Westbrook Health Services Inc,Ritchie County Office,Harrisville,WV,26362,39.209907799999996,-81.04687220000001
United Summit Center,Gilmer County,Sutton,WV,26601,38.9417409,-80.8266614
Hennepin County Medical Center,Inpatient Psychiatry Units,Minneapolis,MN,55415,44.972084,-93.26223399999999
Desert Senita Community Health Center,,Ajo,AZ,85321,32.3755359,-112.86367299999999
Fraser Minneapolis,,Minneapolis,MN,55414,44.9689501,-93.2094192
Headway Emotional Health Services,,Minneapolis,MN,55427,44.986189,-93.393067
United Summit Center,,Glenville,WV,26351,38.9416157,-80.819983
Mental Health Resources Inc,,Saint Paul,MN,55114,44.968441999999996,-93.184133
Pine Rest Christian Mental Hlth Servs ,Southwest Clinic,Grandville,MI,49418,42.884238399999994,-85.7675761
West Yavapai Guidance Clinic,Hillside,Prescott,AZ,86301,34.552007399999994,-112.47678219999999
Battle Creek VAMC,Wyoming Healthcare Center,Wyoming,MI,49519,42.8575251,-85.7133239
West Yavapai Guidance Clinic,Ruth Street Outpatient,Prescott,AZ,86301,34.553061799999995,-112.4769518
Sierras Residential Services Inc,Day Treatment,Lillington,NC,27546,35.405581,-78.850664
Washburn Center for Children,,Minneapolis,MN,55405,44.980195,-93.293048
Behavioral Health Division,Winnebago Cnty Dept of Human Serv,Oshkosh,WI,54901,44.017909499999995,-88.53424940000001
West Yavapai Guidance Clinic,Haddon House,Prescott,AZ,86301,34.5529797,-112.47855159999999
Canyon Crossing Recovery,Outpatient Treatment Center,Prescott,AZ,86305,34.5425941,-112.4816015
Samaritan Counseling Center of,The Fox Valley,Oshkosh,WI,54901,44.020270000000004,-88.53880799999999
Compass Counseling,,Wisconsin Rapids,WI,54494,44.389432799999994,-89.8260832
Sequel Care of Arizona,,Prescott,AZ,86305,34.5990299,-112.46718999999999
Oasis,,Minneapolis,MN,55427,44.9893402,-93.3656162
Barry County Mental Health Authority,,Hastings,MI,49058,42.6338593,-85.2807306
Wisconsin Rapids Clinic,,Wisconsin Rapids,WI,54495,44.3933135,-89.8313438
Alleghany Clubhouse,,Covington,VA,24426,37.791585,-79.9981339
Central Wisconsin Counseling Assocs,,Wisconsin Rapids,WI,54495,44.393923,-89.828539
Pine Rest Christian Mental Hlth Servs,Inpatient,Grand Rapids,MI,49548,42.8368537,-85.65776170000001
Northwest Csl and Guidance Clinic,Northwest Journey Wisconsin Rapids,Wisconsin Rapids,WI,54494,44.3886664,-89.7976218
Center for Individual and Family Servs,,Mansfield,OH,44907,40.73604520000001,-82.5271237
Reflections Recovery Center,,Prescott,AZ,86305,34.566549,-112.48348899999999
Counseling Care,,Lake Elmo,MN,55042,44.9519404,-92.9257692
Rehab Center,,Mansfield,OH,44907,40.739182299999996,-82.52630500000001
North Point Health and Wellness Ctr,Behavioral Health Clinic,Minneapolis,MN,55411,44.9922135,-93.3089602
Prevea Behavioral Care,Sheboygan,Sheboygan,WI,53081,43.75997460000001,-87.7531522
UNC Hospitals,Mental Health,Chapel Hill,NC,27514,35.965533,-79.0508225
Parkside Family Counseling LLC,,Adrian,MI,49221,41.89969979999999,-84.049162
People Inc ,Anchor House ,Minneapolis,MN,55411,44.992725899999996,-93.2975229
Harbor ,,Toledo,OH,43617,41.6754816,-83.71467709999999
People Inc,Diane Ahrens Crisis Residence,Saint Paul,MN,55119,44.9710395,-93.0249645
Catholic Charities Inc,Sheboygan Area Office,Sheboygan,WI,53081,43.752378,-87.708252
Family Life Counseling,,Mansfield,OH,44903,40.75695,-82.530834
Sheboygan County Dept of Health and,Human Services ,Sheboygan,WI,53081,43.755697,-87.71289499999999
Family Life Counseling and,Psychiatric Services,Mansfield,OH,44903,40.756961,-82.528188
Zepf Center,,Toledo,OH,43617,41.674937,-83.700788
University of Toledo Medical Center,Behavioral Health Unit,Toledo,OH,43614,41.617878000000005,-83.616325
Marriage and Family Health Servs Ltd,,Hudson,WI,54016,44.943389200000006,-92.7098047
Reach Counseling Services ,,Oshkosh,WI,54901,44.0430108,-88.5288472
ResCare Community Options Saint Paul,,Saint Paul,MN,55117,44.988986,-93.106238
Family Life Counseling,,Shelby,OH,44875,40.870174799999994,-82.6450103
VA Ann Arbor Healthcare System,Toledo Comm Based Outpt Clinic,Toledo,OH,43614,41.618393700000006,-83.60268590000001
North Memorial Health,Mental Health and Addiction,Minneapolis,MN,55422,45.01473789999999,-93.3220064
Northwest Ohio Psychiatric Hospital,,Toledo,OH,43614,41.621204799999994,-83.59929340000001
Allwell Behavioral Health Services,Guernsey County,Cambridge,OH,43725,39.997195,-81.695012
Aurora Sheboygan Memorial Med Ctr,Behavioral Health Unit,Sheboygan,WI,53083,43.773134999999996,-87.71020970000001
West Yavapai Guidance Clinic,Chino Valley Clinic,Chino Valley,AZ,86323,34.7744443,-112.4608987
Coastal Southeastern United Care,,Shallotte,NC,28470,33.985455,-78.394478
Marriage and Family Health Servs Ltd,,Eau Claire,WI,54701,44.78741289999999,-91.5253186
Canvas Health Inc,,Saint Paul,MN,55128,44.9875094,-92.96221990000001
Carris Health Rice Memorial Hospital,Behavioral Health,Willmar,MN,56201,45.1199948,-95.0460933
Battle Creek VAMC,Muskegon CBOC,Muskegon,MI,49441,43.162872899999996,-86.2341427
Caillier Clinic Ltd,,Eau Claire,WI,54701,44.79139179999999,-91.50928990000001
Carbon County Counseling Center,,Rawlins,WY,82301,41.790812,-107.24438700000002
Foundations for Living,,Mansfield,OH,44903,40.742513,-82.463999
Sacred Heart Hospital,Behavioral Health,Eau Claire,WI,54701,44.794519,-91.51072679999999
Toledo Center for Eating Disorders,DBA River Center Clinic,Sylvania,OH,43560,41.713947999999995,-83.703254
Carolina House,,Durham,NC,27713,35.849548299999995,-78.95250809999999
Flower Hospital,Behavioral Health,Sylvania,OH,43560,41.708705,-83.69087420000001
Seneca Health Services Inc,,Webster Springs,WV,26288,38.4589652,-80.3713643
Meeker Memorial Hospital,Senior Behavioral Health Services,Litchfield,MN,55355,45.119098,-94.528802
Community Foundations,,Saint Paul,MN,55109,45.0133452,-93.05557569999999
Autism and Behavior Center,,Altoona,WI,54720,44.793157,-91.42940899999999
Child/Adolescent Behav Health Services,,Willmar,MN,56201,45.142356400000004,-95.0197818
Western Wisconsin Health,Behavioral Health Services,Baldwin,WI,54002,44.9413015,-92.375878
Fairview Counseling Center,Fairview Columbia Heights Clinic,Minneapolis,MN,55421,45.0412605,-93.247924
Mayo Clinic Health System,Eau Claire Inpt Behavioral Hlth Serv,Eau Claire,WI,54703,44.81218629999999,-91.5129352
Willow Haven,,Lake Elmo,MN,55042,45.004425,-92.87875799999999
Harbor,,Toledo,OH,43606,41.6901901,-83.63635959999999
Clinic for Christian Counseling LLC,,Eau Claire,WI,54701,44.810347,-91.49582
Vantage Point Clinic and,Assessment Center,Eau Claire,WI,54701,44.806898,-91.4730314
Westfield Achievement,,Toledo,OH,43609,41.633829999999996,-83.553673
Childrens Service Society of WI,DBA Childrens Hospital of WI,Eau Claire,WI,54701,44.8079586,-91.4730041
Vona Center for Mental Health,,Minneapolis,MN,55428,45.05873,-93.39747829999999
Zepf Center,,Toledo,OH,43607,41.645258500000004,-83.5659147
Firelands Csl and Recovery Servs,,Fremont,OH,43420,41.339087799999994,-83.15242049999999
Arbor Place Inc,,Menomonie,WI,54751,44.878918799999994,-91.8836102
Mayo Clinic Health System/Red Cedar,Behavioral Health Department,Menomonie,WI,54751,44.8831315,-91.90152859999999
Paragon,,Osseo,MN,55369,45.06762620000001,-93.4437417
Aurora Community Counseling,,Menomonie,WI,54751,44.882181,-91.892732
Toledo Hospital,Toledo Childrens Hospital Peds Psych,Toledo,OH,43606,41.672559,-83.5952196
Northwest Csl and Guidance Clinic,Menomonie Day Treatment,Menomonie,WI,54751,44.8832938,-91.89393609999999
Clinicare Corporation,Eau Claire Academy,Eau Claire,WI,54703,44.819860999999996,-91.499237
Harbor,,Toledo,OH,43623,41.6970066,-83.6229953
Maplewood VA Clinic,,Saint Paul,MN,55109,45.033530999999996,-93.0285301
Dunn County Dept of Human Services,Behavioral Health Services,Menomonie,WI,54751,44.888075,-91.887571
Northeast Youth and Family Services,,Saint Paul,MN,55126,45.047112899999995,-93.14601540000001
Harbor,Day Treatment at Robinson,Toledo,OH,43606,41.661647200000004,-83.5681845
Harbor ,,Toledo,OH,43604,41.656909999999996,-83.553177
Community Program Office,Wedgwood Christian Services,Grand Rapids,MI,49512,42.896883,-85.584998
Wedgwood Christian Services,Boelkins and Riebel,Grand Rapids,MI,49512,42.896883,-85.584998
Wedgwood Christian Services,Crossroads Engen,Grand Rapids,MI,49512,42.896883,-85.584998
Lewis Gale Hospital Alleghany,Senior Transitions Unit,Low Moor,VA,24457,37.791934399999995,-79.88095809999999
Mercy Health Partners,Hackley Campus,Muskegon,MI,49442,43.2217349,-86.2429655
Rescare Community Options Fridley,,Minneapolis,MN,55421,45.066047,-93.260706
Lutheran Social Services,Administrative Office,Toledo,OH,43620,41.6636459,-83.5555812
Allwell Behavioral Health Services,,Coshocton,OH,43812,40.25908270000001,-81.8700308
Hackley Life Counseling,DBA Mercy Health Life Counseling,Muskegon,MI,49442,43.224181,-86.2411056
Daymark Recovery Services,Harnett County Unit,Buies Creek,NC,27506,35.398739,-78.732361
Court Diagnostic and Treatment Ctr,,Toledo,OH,43604,41.660058899999996,-83.540396
Partners in Recovery,Wickenburg Campus,Wickenburg,AZ,85390,33.97614,-112.73525
Catholic Charities West Michigan,,Muskegon,MI,49441,43.232576,-86.25019300000001
Rosewood Capri,,Wickenburg,AZ,85390,33.9659179,-112.73817790000001
Unison Behavioral Health Group,,Toledo,OH,43604,41.660164,-83.538162
Northwest Residence Inc,,Minneapolis,MN,55429,45.0803039,-93.3381509
Family Service and Childrens Aid,,Jackson,MI,49201,42.247828000000005,-84.4135153
Meadows,,Wickenburg,AZ,85390,33.982724,-112.73902360000001
Healthwest,Mental Health Center,Muskegon,MI,49442,43.2348956,-86.2362538
Rescue Mental Health and Addiction,,Toledo,OH,43610,41.6825174,-83.555109
Cherry Health,Heart of the City Health Center,Grand Rapids,MI,49503,42.95927879999999,-85.6658843
Saint Marys Healthcare,Psychiatric Medical Unit,Grand Rapids,MI,49503,42.9581324,-85.6623188
Mercy Behavioral Health Institute,Mercy Saint Charles Hospital,Oregon,OH,43616,41.634941299999994,-83.4856595
FamilyMeans,,Stillwater,MN,55082,45.039038,-92.82666800000001
Duke Child and Family Study Center,,Durham,NC,27705,36.0093088,-78.94485920000001
Catholic Charities/West Michigan,,Grand Rapids,MI,49503,42.9619289,-85.6636175
Carolina Outreach LLC,Durham,Durham,NC,27707,35.974663,-78.9304811
Nystrom and Associates Ltd,,Saint Paul,MN,55112,45.0807451,-93.2194505
Sanford House at Cherry Street,,Grand Rapids,MI,49503,42.9589825,-85.6551949
Rosewood Centers for Eating Disorders,,Wickenburg,AZ,85390,34.0270139,-112.7419972
Chillicothe VA Med Ctr,Cambridge CBOC,Cambridge,OH,43725,40.0029385,-81.57823640000001
Durham VA Medical Center,,Durham,NC,27705,36.0090122,-78.9386528
Duke University Hospital,Psychiatry Clinical Services,Durham,NC,27710,36.0043423,-78.93593359999998
Canvas Health Inc,,Stillwater,MN,55082,45.0424505,-92.8029363
Genacross Family and Youth Services,,Toledo,OH,43605,41.6516093,-83.4914158
Durham Child Development and,Behavioral Health Clinic,Durham,NC,27705,36.0089344,-78.9341265
Youth Extensions Inc,,Durham,NC,27707,35.98821220000001,-78.925067
Parker Collins Family Mental Health,,Saint Paul,MN,55127,45.075803,-93.05676600000001
Brinks Crisis Residential,,Muskegon,MI,49442,43.236171999999996,-86.1976483
Cedar Ridge Behavioral,Health Solutions,Cambridge,OH,43725,40.0263489,-81.58805720000001
People to People,,Cambridge,OH,43725,40.024381,-81.583669
Durham VA Health Care System,Hillandale Road VA Outpatient Clinic,Durham,NC,27705,36.0310049,-78.93540949999999
Danville Pittsylvania Community Servs,(DPCS) Gretna Location,Gretna,VA,24557,36.953201899999996,-79.3615379
Calumet County Department of ,Health and Human Services,Chilton,WI,53014,44.029567,-88.16881500000001
Easter Seals Michigan,Grand Rapids,Grand Rapids,MI,49546,42.9324314,-85.56784429999999
Cambridge Counseling Center Inc,,Cambridge,OH,43725,40.027728499999995,-81.57866690000002
Pine Rest Christian Mental Hlth Servs,Northwest Clinic,Grand Rapids,MI,49544,43.0145768,-85.7212292
VA Ann Arbor Healthcare System,Jackson CBOC,Michigan Center,MI,49254,42.2352804,-84.33454820000001
Bethany Christian Services,Grand Rapids Campus,Grand Rapids,MI,49503,42.979561,-85.6509552
Mercy Hospital,Unity Campus,Minneapolis,MN,55432,45.1064085,-93.2568936
Northeast Youth and Family Services,,Saint Paul,MN,55126,45.085993,-93.04641099999999
Allina Mental Health Unity Clinic,,Minneapolis,MN,55432,45.107248,-93.2592237
Tomorrows Children Inc,Residential Care Center,Waupaca,WI,54981,44.3506122,-89.16700959999999
Oswald Counseling Associates,,Plover,WI,54467,44.4530008,-89.5394248
DA Blodgett/St Johns,St Johns Home Residential,Grand Rapids,MI,49503,42.9848935,-85.64934759999998
Lee Carlson Ctr for MH and Well Being,,Minneapolis,MN,55432,45.1129466,-93.2648503
Seneca Health Services Inc,,Marlinton,WV,24954,38.22387,-80.09268900000001
Cambridge Behavioral Hospital,,Cambridge,OH,43725,40.0279519,-81.5624428
Forest View Hospital,,Grand Rapids,MI,49546,42.94403870000001,-85.55822690000001
Leonard Street Counseling Center,Cherry Health,Grand Rapids,MI,49505,42.983481,-85.63509499999999
Arbor Circle,,Grand Rapids,MI,49505,42.982965,-85.630706
Healing with CAARE Inc,Treatment Facility,Durham,NC,27701,36.0012232,-78.8987821
Central Minnesota Mental Health Ctr ,,Buffalo,MN,55313,45.1658684,-93.85297220000001
Twin Cities Behavioral Health PC,,Buffalo,MN,55313,45.1718277,-93.8759946
LE Phillips Libertas Center,,Chippewa Falls,WI,54729,44.880930799999994,-91.4345145
Theda Care Behavioral Health,,Waupaca,WI,54981,44.3449249,-89.0761255
Fairview Counseling Center,Fairview Brooklyn Park Clinic,Minneapolis,MN,55443,45.137114600000004,-93.35752729999999
Valley Comprehensive CMHC Inc,,Marlinton,WV,24954,38.268768,-80.1016962
Ascension Behavioral Health,,Waupaca,WI,54981,44.358437200000004,-89.1194142
Reach Counseling Services Inc,,Neenah,WI,54956,44.1599737,-88.4642113
Clement J Zablocki VAMC,Cleveland Clinic,Cleveland,WI,53015,43.920819,-87.752239
Eaton County Counseling Center,,Charlotte,MI,48813,42.583387,-84.841306
North Suburban Counseling Center,,Minneapolis,MN,55433,45.142196999999996,-93.277711
Lucy Daniels Ctr for Early Childhood,,Cary,NC,27513,35.828629299999996,-78.7963599
Childrens Home Society of SD,Black Hills Childrens Home,Rapid City,SD,57702,43.911845,-103.37652800000001
Horizon Behavioral Health,Bedford Wellness Center,Bedford,VA,24523,37.336584,-79.49584449999999
Portage Cnty Hlth and Human Servs,,Stevens Point,WI,54481,44.5059016,-89.573268
People Inc ,Family Life Mental Health Center,Minneapolis,MN,55433,45.159842499999996,-93.31743279999999
Rawhide Inc,Youth and Family Counseling,New London,WI,54961,44.309821899999996,-88.853787
Childrens Service Society of WI,,Marshfield,WI,54449,44.6609356,-90.1766758
ThedaCare Behavioral Health at,ThedaCare Regional Medical Ctr Neenah,Neenah,WI,54956,44.187021,-88.45375990000001
Marriage and Family Health Servs Ltd,,Marshfield,WI,54449,44.6614941,-90.17192259999999
Behavioral Health Division,Winnebago Cnty Dept of Human Serv,Neenah,WI,54956,44.1899844,-88.45782159999999
Childrens Service Society of WI,,Stevens Point,WI,54481,44.5203,-89.584
Avanti Center for Girls,,Minneapolis,MN,55449,45.157320399999996,-93.19543759999999
Northeast Clinic,,Grand Rapids,MI,49525,43.020082200000004,-85.5890899
Riverwood Counseling Associates LLC,,Stevens Point,WI,54481,44.5238,-89.5835
NW System/Csl and Guidance Clinic,Northwest Journey Stevens Point,Stevens Point,WI,54481,44.5285928,-89.59067850000001
Freedom House Recovery Center,Person Counseling Center,Roxboro,NC,27573,36.3911691,-78.9905052
Minneapolis VAMC,Chippewa Valley CBOC,Chippewa Falls,WI,54729,44.9247228,-91.3805012
Saint Croix Cnty Hlth/Human Servs,,New Richmond,WI,54017,45.0996204,-92.53523009999999
People Inc,Riverwind Crisis Residence,Minneapolis,MN,55433,45.1860073,-93.3359212
Norwood Health Center,,Marshfield,WI,54449,44.68128,-90.164856
New Directions Counseling Ctr LLC,,Stevens Point,WI,54482,44.5230659,-89.51145509999999
Ministry Medical Group,Psychiatry Department,Stevens Point,WI,54481,44.5345636,-89.5514952
Marriage and Family Health Servs Ltd,,Chippewa Falls,WI,54729,44.936338899999996,-91.3967156
CBHH,Annandale,Annandale,MN,55302,45.2550527,-94.10131729999999
Southeastern Ohio Counseling Ctr LLC,,Old Washington,OH,43768,40.038148,-81.43995699999999
Solutions for Life,Glenrock Office,Glenrock,WY,82637,42.860083700000004,-105.85467150000001
Samaritan Counseling Center,,Menasha,WI,54952,44.228210600000004,-88.42918409999999
Theda Care Behavioral Health,Midway,Menasha,WI,54952,44.228763,-88.427686
Appleseed Community MH Ctr Inc,,Ashland,OH,44805,40.892226,-82.32007800000001
Triangle Family Services,,Raleigh,NC,27606,35.783652000000004,-78.692943
Family Services of Northeast WI,Counseling Clinic,Menasha,WI,54952,44.2364475,-88.42419140000001
Sherman Counseling,,Appleton,WI,54914,44.26171110000001,-88.4981588
Northwest Metro VA Clinic,,Anoka,MN,55303,45.2315486,-93.4585277
Fairview Counseling Center,Fairview Andover Clinic,Andover,MN,55304,45.2219349,-93.30513140000001
Family Life Counseling,,Millersburg,OH,44654,40.5539029,-81.917523
Anazao Community Partners,,Millersburg,OH,44654,40.55661276,-81.91869095
Counseling Center of,Wayne and Holmes Counties,Millersburg,OH,44654,40.556646,-81.918653
